Pais;Encuesta;Variable;Definición;Valor;Etiqueta;Variable_nuestra;Reclasificacion_nuestra;Observaciones
Costa Rica;Encuesta Nacional de Hogares;E12B;"E12b. ¿Ese dato que me dio, efectivamente es el salario...
 ...sin ningún tipo de rebajo (bruto)?. . . . . O1
 ...sólo con rebajos de CCSS,
 Bco. Popular e impuesto de renta?
 (neto) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . O2
 ...con toda clase de rebajos (líquido)?. . . . O3";2;Neto;Ingresos;;
Costa Rica;Encuesta Nacional de Hogares;E12B;"E12b. ¿Ese dato que me dio, efectivamente es el salario...
 ...sin ningún tipo de rebajo (bruto)?. . . . . O1
 ...sólo con rebajos de CCSS,
 Bco. Popular e impuesto de renta?
 (neto) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . O2
 ...con toda clase de rebajos (líquido)?. . . . O3";3;Líquido;Ingresos;;
Costa Rica;Encuesta Nacional de Hogares;E12B;"E12b. ¿Ese dato que me dio, efectivamente es el salario...
 ...sin ningún tipo de rebajo (bruto)?. . . . . O1
 ...sólo con rebajos de CCSS,
 Bco. Popular e impuesto de renta?
 (neto) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . O2
 ...con toda clase de rebajos (líquido)?. . . . O3";9;Ns/Nr;Ingresos;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;Factor_expansion;Factor de expansión;numérico;-;Ponderador;-;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;AREA;ÁREA GEOGRÁFICA;1;Urbano;Zona;Urbano;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;AREA;ÁREA GEOGRÁFICA;2;Rural;Zona;Rural;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;OCUPADOS;Ocupados o resto;1;Ocupado;Cond Actividad;Ocupados;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;OCUPADOS;Ocupados o resto;NA;Resto;Cond Actividad;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;1;Empleado(a) del gobierno?;Sector;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;2;Empleado(a) privado(a)?;Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;3;Jornalero(a) o peón(a)?;Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;4;Empleado(a) en casa particular?;Sector;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;5;Trabajador(a) por cuenta propia NO agrícola?;Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;6;Patrón(a) empleador(a), socio(a) NO agrícola?;Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;7;Trabajador(a) por cuenta propia agrícola?;Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;8;Patrón(a) empleador(a), socio(a) agrícola?;Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;9;Trabajador(a) no remunerado(a);Sector;Privado sin SD;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;1;Empleado(a) del gobierno?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;2;Empleado(a) privado(a)?;Categoria Ocupacional;Asalariados;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;3;Jornalero(a) o peón(a)?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;4;Empleado(a) en casa particular?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;5;Trabajador(a) por cuenta propia NO agrícola?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;6;Patrón(a) empleador(a), socio(a) NO agrícola?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;7;Trabajador(a) por cuenta propia agrícola?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;8;Patrón(a) empleador(a), socio(a) agrícola?;Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C06;CATEGORÍA OCUPACIONAL;9;Trabajador(a) no remunerado(a);Categoria Ocupacional;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C05;Tamaño Empreas;numerica;1 a 9;Tamaño;Pequeño;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C05;Tamaño Empreas;numerica;10 a 50;Tamaño;Mediano;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C05;Tamaño Empreas;numerica;51 y mas;Tamaño;Grande;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C02B_1D;OCUPACIÓN A UN DÍGITO;numérico;;Calificación;ISCO;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Vinculación al IGSS;1;Afiliado(a)?;Seguridad Social;Acceso;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Vinculación al IGSS;2;Beneficiario(a)?;Seguridad Social;Acceso;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Vinculación al IGSS;3;Pensionado(a)?;Seguridad Social;Acceso;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Vinculación al IGSS;4;Ninguna de las anteriores;Seguridad Social;Sin acceso;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C07;TIENE CONTRATO;1;Si;Registración;Contrato;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C07;TIENE CONTRATO;2;No;Registración;Resto;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;horas.semana;Cuántas horas trabaja habitualmente cada uno de los siguientes días?;numérico;-;Part Time Involuntario;- 35 hs y más de 35hs;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;1;Es el horario regular de su trabajo;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;2;Reducción de la actividad económica;Part Time Involuntario;Involuntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;3;Por enfermedad o accidente;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;4;No encontró trabajo con otro horario;Part Time Involuntario;Involuntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;5;Para obtener más ingresos;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;6;Por sus estudios;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;7;Quehaceres del hogar;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;8;Cuidado infantil;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;9;Cuidado de adultos (as) mayores;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;10;Cuidado de enfermo (a);Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;11;No quiere o no necesita trabajar más tiempo;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C29;MOTIVO PRINCIPAL;98;Otro, ¿cuál?;Part Time Involuntario;Voluntario;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C08A;EL CONTRATO ES;1;Por tiempo indefinido (permanente);Tiempo determinado;no temporal;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C08A;EL CONTRATO ES;2;Temporal, obra concluída, temporada o cosecha;Tiempo determinado;temporal;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Está (.....) vinculado al Instituto Guatemalteco de Seguridad Social -IGSS- como;1;Afiliado(a)?;Salud;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Está (.....) vinculado al Instituto Guatemalteco de Seguridad Social -IGSS- como;2;Beneficiario(a)?;Salud;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Está (.....) vinculado al Instituto Guatemalteco de Seguridad Social -IGSS- como;3;Pensionado(a)?;Salud;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C25A;Está (.....) vinculado al Instituto Guatemalteco de Seguridad Social -IGSS- como;4;Ninguna de las anteriores;Salud;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C26A;¿Está (...) cubierto por un seguro privado de salud, enfermedad o de accidente de trabajo?;1;Si;Salud;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C26A;¿Está (...) cubierto por un seguro privado de salud, enfermedad o de accidente de trabajo?;2;No;Salud;;
Guatemala;ENCUESTA NACIONAL DE EMPLEO E INGRESOS;P04C10;"Cuál fue el sueldo o salario mensual sin descuentos que (………) recibió en este trabajo?
 No incluya: horas extras, comisiones, propinas, aguinaldo, bono 14, bono de productividad o desempeño";numerico;-;Ingresos;;
El Salvador;Encuesta Nacional de Hogares;fac00;Ponderador;numérico;;Ponderador;-;
El Salvador;Encuesta Nacional de Hogares;area;Área geográfica;0;Rural;Zona;Urbano;
El Salvador;Encuesta Nacional de Hogares;area;Área geográfica;1;Urbano;Zona;Rural;
El Salvador;Encuesta Nacional de Hogares;actpr2012;Estado ocupacional agregado;10;Ocupado;Cond Actividad;Ocupados;
El Salvador;Encuesta Nacional de Hogares;actpr2012;Estado ocupacional agregado;20;Desocupado;Cond Actividad;Resto;
El Salvador;Encuesta Nacional de Hogares;actpr2012;Estado ocupacional agregado;30;Inactivo;Cond Actividad;Resto;
El Salvador;Encuesta Nacional de Hogares;r420;Sector en el que trabaja;1;Privado;Sector;Privado;
El Salvador;Encuesta Nacional de Hogares;r420;Sector en el que trabaja;2;Público;Sector;Resto;
El Salvador;Encuesta Nacional de Hogares;r420;Sector en el que trabaja;3;Org. Internac;Sector;Resto;
El Salvador;Encuesta Nacional de Hogares;r420;Sector en el que trabaja;4;Otro;Sector;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;1;01. Empleador(a) o patrono(a)?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;2;02. Cuenta propia con local?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;3;03. Cuenta propia sin local?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;4;04. Cooperativista?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;5;05. Familiar no remunerado?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;6;06. Asalariado(a) permanente?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;7;07. Asalariado(a) temporal?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;8;08. Aprendiz?;Sector;Privado sin s/d;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;9;09. ¿Servicio doméstico?;Sector;Serv. Dom;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;1;01. Empleador(a) o patrono(a)?;Categoria Ocupacional;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;2;02. Cuenta propia con local?;Categoria Ocupacional;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;3;03. Cuenta propia sin local?;Categoria Ocupacional;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;4;04. Cooperativista?;Categoria Ocupacional;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;5;05. Familiar no remunerado?;Categoria Ocupacional;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;6;06. Asalariado(a) permanente?;Categoria Ocupacional;Asalariados;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;7;07. Asalariado(a) temporal?;Categoria Ocupacional;Asalariados;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;8;08. Aprendiz?;Categoria Ocupacional;Resto;
El Salvador;Encuesta Nacional de Hogares;r418;Categoría ocupacion;9;09. ¿Servicio doméstico?;Categoria Ocupacional;-;
El Salvador;Encuesta Nacional de Hogares;r421;Número de personas de la empresa o negocio en el que trabaja;numerica;1 a 9;Tamaño;Pequeño;
El Salvador;Encuesta Nacional de Hogares;r421;Número de personas de la empresa o negocio en el que trabaja;numerica;10 a 50;Tamaño;Mediano;
El Salvador;Encuesta Nacional de Hogares;r421;Número de personas de la empresa o negocio en el que trabaja;numerica;51 y mas;Tamaño;Grande;
El Salvador;Encuesta Nacional de Hogares;ciuo414;Grupo ocupacional (CIUO 08);numérico;;Calificación;ISCO;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ
CUBIERTO POR ALGUNO DE
LOS SIGUIENTES SISTEMAS DE
SEGURIDAD SOCIAL PÚBLICO O
PRIVADO? A. ISSS? 1. Sí, afiliado 2.
Sí, cotizante 3. No";1;Si, afiliado;Seguridad Social;Acceso;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ
CUBIERTO POR ALGUNO DE
LOS SIGUIENTES SISTEMAS DE
SEGURIDAD SOCIAL PÚBLICO O
PRIVADO? A. ISSS? 1. Sí, afiliado 2.
Sí, cotizante 3. No";2;Si, Cotizante;Seguridad Social;Acceso;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ
CUBIERTO POR ALGUNO DE
LOS SIGUIENTES SISTEMAS DE
SEGURIDAD SOCIAL PÚBLICO O
PRIVADO? A. ISSS? 1. Sí, afiliado 2.
Sí, cotizante 3. No";3;No;Seguridad Social;Sin acceso;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;1;1. Sí, duración indefinida;Registración;Contrato;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;2;2. Sí, por un plazo fijo;Registración;Contrato;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;3;3. Sí, contrato de prueba;Registración;Contrato;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;4;4. Sí, para realizar un servicio;Registración;Contrato;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;5;5. Sí, contrato para interinato;Registración;Contrato;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;6;6. Sí, otro tipo de contrato;Registración;Contrato;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;7;7. No;Registración;Resto;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;8;8. NS/NR;Registración;Resto;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ CUBIERTO POR ALGUNO DE LOS SIGUIENTES SISTEMAS DE SEGURIDAD
 SOCIAL PÚBLICO O PRIVADO a) ISSS";1;Afiliado;Salud;No utilizada;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ CUBIERTO POR ALGUNO DE LOS SIGUIENTES SISTEMAS DE SEGURIDAD
 SOCIAL PÚBLICO O PRIVADO a) ISSS";2;Cotiznante;Salud;No utilizada;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ CUBIERTO POR ALGUNO DE LOS SIGUIENTES SISTEMAS DE SEGURIDAD
 SOCIAL PÚBLICO O PRIVADO a) ISSS";3;No;Salud;No utilizada;
El Salvador;Encuesta Nacional de Hogares;horas.semana;horas trabajadas por semana;numerica;-;Part Time Involuntario;menos 35 o más;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;1;01. No desea trabajar más horas;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;2;02. Reducción de actividad o falta de trabajo;Part Time Involuntario;Involuntario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;3;03. Sólo encontró trabajo a tiempo parcial;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;4;04. Jornada habitual de trabajo;Part Time Involuntario;Involuntario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;5;05. Razones familiares;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;6;06. Tiene otro trabajo;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;7;07. Por estudios;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;8;08. Por enfermedad o accidente;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;9;09. Inhabilitado(a) por hecho violento;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;10;10. Por quehaceres domésticos;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r413;Razón por la que trabaja menos de 40 horas en la semana;11;11. Otros;Part Time Involuntario;Volunario;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;1;1. Sí, duración indefinida;Tiempo determinado;no temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;2;2. Sí, por un plazo fijo;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;3;3. Sí, contrato de prueba;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;4;4. Sí, para realizar un servicio;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;5;5. Sí, contrato para interinato;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;6;6. Sí, otro tipo de contrato;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;7;7. No;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r419;Ha firmado contrato de trabajo;8;8. NS/NR;Tiempo determinado;temporal;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ CUBIERTO POR ALGUNO DE LOS SIGUIENTES SISTEMAS DE SEGURIDAD
 SOCIAL PÚBLICO O PRIVADO a) ISSS";1;Afiliado;Salud;No utilizada;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ CUBIERTO POR ALGUNO DE LOS SIGUIENTES SISTEMAS DE SEGURIDAD
 SOCIAL PÚBLICO O PRIVADO a) ISSS";2;Cotiznante;Salud;No utilizada;
El Salvador;Encuesta Nacional de Hogares;r422a;"ES AFILIADO O ESTÁ CUBIERTO POR ALGUNO DE LOS SIGUIENTES SISTEMAS DE SEGURIDAD
 SOCIAL PÚBLICO O PRIVADO a) ISSS";3;No;Salud;No utilizada;
El Salvador;Encuesta Nacional de Hogares;imeds;Ingreso por empleo dependiente;numerico;;Ingresos;;
El Salvador;Encuesta Nacional de Hogares;imei;Ingreso por empleo independiente;numerico;;Ingresos;;
El Salvador;Encuesta Nacional de Hogares;money;ngreso por trabajo dependiente o empleo independiente;numerico;;Ingresos;;
El Salvador;Encuesta Nacional de Hogares;r423;Periodicidad con la que recibe el sueldo o salario;numerico;;Ingresos;;
El Salvador;Encuesta Nacional de Hogares;r424:;Sueldo o salario bruto que recibió de acuerdo a la periodicidad;numerico;;Ingresos;;
El Salvador;Encuesta Nacional de Hogares;r424;Le deducen del salario el impuesto sobre la renta;numerico;;Ingresos;;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);fexp;Factor Expansion;numérico;;Ponderador;-;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);area;Área geográfica;1;Urbano;Zona;Urbano;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);area;Área geográfica;2;Rural;Zona;Rural;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;0;Menores de 15 años;Cond Actividad;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;1;Empleo Adecuado/Pleno;Cond Actividad;Ocupados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;2;Subempleo por insuficiencia de tiempo de trabajo;Cond Actividad;Ocupados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;3;Subempleo por insuficiencia de ingresos;Cond Actividad;Ocupados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;4;Otro empleo no pleno;Cond Actividad;Ocupados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;5;Empleo no remunerado;Cond Actividad;Ocupados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;6;Empleo no clasificado;Cond Actividad;Ocupados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;7;Desempleo abierto;Cond Actividad;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;8;Desempleo oculto;Cond Actividad;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);condact;Condición de actividad;9;Población Económicamente Inactiva;Cond Actividad;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;1;Empleado de gobierno;Sector;Publico;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;2;Empleado privado;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;3;Empleado terciarizado;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;4;Jornalero o peón;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;5;Patrono;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;6;Cuenta Propia;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;7;Trabajador del hogar no remunerado;Sector;-;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;8;Trabajador no del hogar no remunerado;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;9;Ayudante no remunerado de asalariado/jornalero;Sector;Privado sin s/d;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p42;Categoría ocupacion;10;Empleado(a) Doméstico(a);Sector;Serv. Dom;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;1;Empleado de gobierno;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;2;Empleado privado;Categoria Ocupacional;Asalariados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;3;Empleado terciarizado;Categoria Ocupacional;Asalariados;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;4;Jornalero o peón;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;5;Patrono;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;6;Cuenta Propia;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;7;Trabajador del hogar no remunerado;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;8;Trabajador no del hogar no remunerado;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;9;Ayudante no remunerado de asalariado/jornalero;Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);r418;Categoría ocupacion;10;Empleado(a) Doméstico(a);Categoria Ocupacional;Resto;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p47b;Número personas trabajan en el establecimiento;numerica;1 a 9;Tamaño;Pequeño;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p47b;Número personas trabajan en el establecimiento;numerica;10 a 50;Tamaño;Mediano;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p47b;Número personas trabajan en el establecimiento;numerica;51 y mas;Tamaño;Grande;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p41;Grupo ocupacional (CIUO 08);numérico;;Calificación;ISCO;
